area,model,MAE,MAPE,RMSE
5161,SARIMA,91.23987190378884,9.161054945450227,131.3284261008708
5161,LSTM,82.81518918277996,9.818863476149604,118.77903949422218
5161,CNN,233.85617985928343,39.21258122803272,295.70847130083985
5059,SARIMA,83.31357037318236,7.86962475660377,115.76125656455086
5059,LSTM,72.23334364105109,7.430436839499725,101.47298687681936
5059,CNN,150.57638405589068,19.68235323205712,191.7321085298093
5259,SARIMA,83.63481526457505,8.550516232207542,125.33364921462217
5259,LSTM,72.88344388332114,8.303779994859324,111.63216849549256
5259,CNN,321.491975763168,50.86330393880263,389.2627228500536
